Year,total_precip,avg_precip,min_precip,max_precip,std_precip,avg_month_precip,Annual_Variation
2078,7534.0,39.60761957730812,3,2612,870.4906488279869,39.60761957730812,45.66898685228151
2079,2020.0,10.84726663885799,0,854,236.9293463282148,10.84726663885799,-73.18821343243961
2080,5934.0,31.883197766036336,0,1536,579.7349707958252,31.883197766036336,193.76237623762376
2081,8858.0,46.81188589173155,0,2065,781.4317667337347,46.81188589173155,49.27536231884058
2082,3738.0,19.78856715795328,0,1412,422.44687670328875,19.78856715795328,-57.80085798148566
2083,7537.0,40.784975203930294,5,2635,796.5604991385644,40.784975203930294,101.63188871054038
2084,5040.0,26.750162217278458,1,1291,456.98159899298116,26.750162217278458,-33.12989253018442
2085,5324.0,28.3423305988135,0,1046,410.8681127327917,28.3423305988135,5.634920634920637
2086,3386.0,18.210575407860585,0,862,321.064941981676,18.210575407860585,-36.40120210368144
2087,3415.0,18.073368557656657,0,923,324.6431490766812,18.073368557656657,0.8564678086237398
2088,4896.0,26.476588570634036,0,1400,422.8578097572839,26.476588570634036,43.36749633967789
2089,7266.0,39.01886934556915,0,1869,752.9821318657508,39.01886934556915,48.406862745098046
2090,5594.0,30.04228656840935,0,1202,454.2724119318982,30.04228656840935,-23.011285439031106
2091,4804.0,26.218871662958843,1,1845,526.8396915628706,26.218871662958843,-14.122273864855206
2092,9285.0,49.62498261957731,0,2014,844.2805570963418,49.62498261957731,93.27643630308076
2093,4805.0,25.585285734149053,0,2091,615.4814018803542,25.585285734149053,-48.24986537425956
2094,5713.0,30.109699434556916,0,2712,766.9321954542281,30.109699434556916,18.896982310093648
2095,5098.0,26.84669887838339,0,1975,634.0692295631352,26.84669887838339,-10.764922107474185
2096,3501.0,18.584011169818314,0,944,345.6514600261104,18.584011169818314,-31.326010200078457
2097,2453.0,13.12417153318502,0,618,218.18443338079132,13.12417153318502,-29.934304484433017
2098,3083.0,16.475893353726363,0,698,260.6674852734569,16.475893353726363,25.68283734203016
2099,6033.0,31.9457846681498,0,2092,682.0587984517571,31.9457846681498,95.6860201102822
2100,6298.0,33.48709213941416,1,1739,634.2517185031842,33.48709213941416,4.392507873363161
2006,8428.0,44.38892751205042,6,3259,1007.7548703865831,44.38892751205042,
2007,4058.0,22.048931683351878,0,1456,412.0873326092052,22.048931683351878,-51.85097294731846
2008,4571.0,24.79235029662588,2,1692,578.8968283544037,24.79235029662588,12.641695416461317
2009,4619.0,24.305234983314794,0,1369,452.54039665654227,24.305234983314794,1.0500984467293861
2010,3150.0,16.61134478123841,13,723,247.1644649363511,16.61134478123841,-31.803420653821167
2011,4133.0,21.817621431219873,0,1346,451.44001078031766,21.817621431219873,31.206349206349216
2012,4344.0,23.101380005561737,23,993,316.122530904481,23.101380005561737,5.105250423421248
2013,5630.0,30.219445216907673,7,1660,566.9052884394413,30.219445216907673,29.60405156537753
2014,4935.0,26.363772246941043,20,934,356.66386645743023,26.363772246941043,-12.344582593250442
2015,4534.0,24.041794123099738,4,1070,311.129272557926,24.041794123099738,-8.125633232016217
2016,7513.0,39.71378499258436,14,2180,644.9484064401563,39.71378499258436,65.70357300397
2017,5394.0,28.392195031516497,22,1453,512.8075130636694,28.392195031516497,-28.204445627578867
2018,4715.0,24.903428578049684,5,1127,378.18765383755124,24.903428578049684,-12.588060808305524
2019,8451.0,45.46146180941787,0,2882,914.693006125304,45.46146180941787,79.23647932131495
2020,6456.0,34.251488922877265,7,2011,655.5602739087175,34.251488922877265,-23.606673766418172
2021,4348.0,23.031348489061923,1,931,332.73449238731234,23.031348489061923,-32.651796778190835
2022,8518.0,45.98574805339266,0,2896,905.96616767388,45.98574805339266,95.90616375344987
2023,2653.0,14.292865915832406,4,1148,317.3095587287059,14.292865915832406,-68.85419112467716
2024,4198.0,22.593373424175013,0,1218,471.1716215665974,22.593373424175013,58.23595929136827
2025,4326.0,22.897617723396365,6,1623,464.37377186917007,22.897617723396365,3.0490709861838994
2026,5008.0,26.76936758435298,0,1270,428.0380894974255,26.76936758435298,15.765141007859462
2027,8052.0,43.27536962365591,9,1782,687.1973383375272,43.27536962365591,60.78274760383386
2028,3090.0,16.36713825546904,0,876,250.50766636789962,16.36713825546904,-61.624441132637855
2029,3644.0,19.274645439377085,1,1208,374.86078223869464,19.274645439377085,17.92880258899676
2030,6549.0,35.06120805524657,0,1283,501.6536517993628,35.06120805524657,79.72008781558726
2031,5902.0,31.371350111234705,17,976,368.55265649030474,31.371350111234705,-9.87937089632005
2032,6541.0,34.746251622172785,0,1907,588.1095226282777,34.746251622172785,10.82683835987801
2033,6606.0,35.79872311827957,7,1972,623.6112571145585,35.79872311827957,0.9937318452835964
2034,4029.0,21.603587319243605,0,900,346.8497513333403,21.603587319243605,-39.00999091734787
2035,2885.0,15.300988366703743,20,640,235.3536829127729,15.300988366703743,-28.394142467113426
2036,5398.0,28.48471681497961,0,1328,419.0770884462739,28.48471681497961,87.10571923743503
2037,5709.0,30.03476084538376,7,1716,599.2694226381744,30.03476084538376,5.761393108558721
2038,3571.0,18.915791852057843,0,914,322.6834808103427,18.915791852057843,-37.44964091784902
2039,6509.0,34.44825848164627,0,2540,701.5071383467991,34.44825848164627,82.27387286474377
2040,4903.0,26.84432934742306,0,2008,566.6493959043703,26.84432934742306,-24.67352895990167
2041,3909.0,20.894477660363368,0,1030,403.03893901661206,20.894477660363368,-20.27330205996328
2042,4434.0,23.278776186503524,4,1095,408.18567521967924,23.278776186503524,13.430544896392949
2043,5990.0,31.899975667408228,0,1567,554.9674574133863,31.899975667408228,35.09246729815065
2044,4681.0,24.681984612532442,6,1259,400.6166742622799,24.681984612532442,-21.85308848080133
2045,5268.0,28.406742445309607,0,1556,482.58395407148873,28.406742445309607,12.540055543687245
2046,5030.0,26.967226316277348,0,1646,523.394138525093,26.967226316277348,-4.517843583902814
2047,5071.0,26.765300565443084,3,2231,612.6987185370716,26.765300565443084,0.8151093439363821
2048,4400.0,23.446659482758623,5,1059,358.7187638180522,23.446659482758623,-13.232104121475052
2049,6481.0,35.66527623285132,0,3237,919.563479279295,35.66527623285132,47.29545454545454
2050,4097.0,21.631969549499445,0,1425,389.0614483678132,21.631969549499445,-36.78444684462274
2051,4435.0,23.68684533741194,0,919,343.31047658545657,23.68684533741194,8.249938979741266
2052,2844.0,15.119339775676677,0,941,319.92442289333957,15.119339775676677,-35.87373167981962
2053,4516.0,24.177824898034856,0,1140,414.19611809193026,24.177824898034856,58.79043600562588
2054,6590.0,34.85757322951427,0,2221,638.9344586295549,34.85757322951427,45.92559787422499
2055,3808.0,20.217707174638488,0,980,298.15564371446646,20.217707174638488,-42.2154779969651
2056,5765.0,30.89483106229143,0,1749,594.1538610545762,30.89483106229143,51.39180672268908
2057,5059.0,26.754310344827587,0,1607,455.29659830075866,26.754310344827587,-12.246313963573286
2058,4039.0,21.452522478680013,5,1897,521.666988575755,21.452522478680013,-20.162087369045267
2059,2882.0,15.306185113088617,0,872,261.81771359385743,15.306185113088617,-28.64570438227284
2060,3792.0,20.082394790507973,0,907,345.62959679665477,20.082394790507973,31.57529493407356
2061,3763.0,19.93525213199852,7,806,282.73034320655603,19.93525213199852,-0.7647679324894519
2062,3578.0,18.95758597515758,0,1152,348.25091093878996,18.95758597515758,-4.916290193994155
2063,5616.0,29.78580367074527,0,2546,748.0944276809396,29.78580367074527,56.95919508105087
2064,3432.0,18.173873748609566,0,904,303.6097974224631,18.173873748609566,-38.888888888888886
2065,4737.0,25.235151325546905,6,2297,660.8150786580298,25.235151325546905,38.02447552447552
2066,4510.0,23.91291828883945,0,1754,541.3252816985926,23.91291828883945,-4.7920624868059924
2067,5483.0,29.663908972932884,2,2368,817.548270282816,29.663908972932884,21.574279379157435
2068,4191.0,22.148816972562106,1,1144,375.73325281737743,22.148816972562106,-23.563742476746306
2069,3251.0,17.46016986466444,0,744,247.81351431830322,17.46016986466444,-22.429014554998805
2070,5513.0,29.238245040786055,2,1086,405.3971023651509,29.238245040786055,69.57859120270686
2071,6854.0,36.25888718946978,0,2535,722.0139552080359,36.25888718946978,24.32432432432432
2072,2508.0,13.344236651835374,0,813,251.2539461472107,13.344236651835374,-63.40822877152028
2073,5229.0,27.86481507230256,0,1370,483.2755895496331,27.86481507230256,108.49282296650719
2074,3816.0,20.556318362995924,0,1209,423.12796259201866,20.556318362995924,-27.022375215146297
2075,5151.0,28.03462759547645,0,1784,507.4944021187014,28.03462759547645,34.98427672955975
2076,2217.0,11.813444336299591,0,398,165.90201105691057,11.813444336299591,-56.959813628421664
2077,3901.0,20.903057795698924,0,884,348.04844446853906,20.903057795698924,75.95850248082996
2078,5796.0,30.501535270671113,0,2020,658.3212810557692,30.501535270671113,48.577287874903874
2079,1508.0,8.017687476826103,0,690,190.49854847136493,8.017687476826103,-73.98205659075224
2080,4495.0,24.19539650537634,0,1247,459.27917007045517,24.19539650537634,198.0769230769231
2081,6718.0,35.51647664071189,4,1447,584.2360720451861,35.51647664071189,49.45494994438264
2082,2993.0,15.7952296533185,1,1272,366.67683525844865,15.7952296533185,-55.448050014885375
2083,6284.0,33.994617862439746,3,2170,633.6750433826952,33.994617862439746,109.95656531907785
2084,4277.0,22.669858870967744,0,1104,387.54177682912945,22.669858870967744,-31.938255887969447
2085,4406.0,23.422807749351133,11,874,310.9413371546394,23.422807749351133,3.0161328033668555
2086,3076.0,16.477654569892472,0,807,277.210564318348,16.477654569892472,-30.186109850204268
2087,2782.0,14.742682842046719,0,827,283.8792423591839,14.742682842046719,-9.55786736020806
2088,3761.0,20.30558838524286,0,1053,334.3494248219786,20.30558838524286,35.190510424155285
2089,5656.0,30.3731460882462,0,1300,514.7527797325861,30.3731460882462,50.385535761765496
2090,4492.0,24.030728587319246,0,998,347.93581783618276,24.030728587319246,-20.579915134370573
2091,3676.0,19.84864548572488,7,977,318.06869850662287,19.84864548572488,-18.165627782724847
2092,7204.0,38.538202169076754,0,1514,656.8092753931115,38.538202169076754,95.97388465723613
2093,3951.0,21.03280844456804,0,1888,534.840864182983,21.03280844456804,-45.15546918378679
2094,4484.0,23.757531516499814,0,2073,589.3966612073946,23.757531516499814,13.490255631485692
2095,4460.0,23.57534992584353,0,1322,464.8278925548355,23.57534992584353,-0.535236396074934
2096,2595.0,13.826259501297736,1,614,233.46719644991202,13.826259501297736,-41.81614349775785
2097,2072.0,11.120707035595105,0,535,187.25400024047713,11.120707035595105,-20.154142581888244
2098,2254.0,11.957261540600667,0,615,205.1437781093292,11.957261540600667,8.783783783783793
2099,4607.0,24.369096449758995,0,1540,520.679007439208,24.369096449758995,104.3921916592724
2100,5584.0,29.666116286614756,0,1601,535.8494248019737,29.666116286614756,21.206859127414802
2006,8428.0,44.38892751205042,6,3259,1007.7548703865831,44.38892751205042,
2007,4058.0,22.048931683351878,0,1456,412.0873326092052,22.048931683351878,-51.85097294731846
2008,4571.0,24.79235029662588,2,1692,578.8968283544037,24.79235029662588,12.641695416461317
2009,4619.0,24.305234983314794,0,1369,452.54039665654227,24.305234983314794,1.0500984467293861
2010,3150.0,16.61134478123841,13,723,247.1644649363511,16.61134478123841,-31.803420653821167
2011,4133.0,21.817621431219873,0,1346,451.44001078031766,21.817621431219873,31.206349206349216
2012,4344.0,23.101380005561737,23,993,316.122530904481,23.101380005561737,5.105250423421248
2013,5630.0,30.219445216907673,7,1660,566.9052884394413,30.219445216907673,29.60405156537753
2014,4935.0,26.363772246941043,20,934,356.66386645743023,26.363772246941043,-12.344582593250442
2015,4534.0,24.041794123099738,4,1070,311.129272557926,24.041794123099738,-8.125633232016217
2016,7513.0,39.71378499258436,14,2180,644.9484064401563,39.71378499258436,65.70357300397
2017,5394.0,28.392195031516497,22,1453,512.8075130636694,28.392195031516497,-28.204445627578867
2018,4715.0,24.903428578049684,5,1127,378.18765383755124,24.903428578049684,-12.588060808305524
2019,8451.0,45.46146180941787,0,2882,914.693006125304,45.46146180941787,79.23647932131495
2020,6456.0,34.251488922877265,7,2011,655.5602739087175,34.251488922877265,-23.606673766418172
2021,4348.0,23.031348489061923,1,931,332.73449238731234,23.031348489061923,-32.651796778190835
2022,8518.0,45.98574805339266,0,2896,905.96616767388,45.98574805339266,95.90616375344987
2023,2653.0,14.292865915832406,4,1148,317.3095587287059,14.292865915832406,-68.85419112467716
2024,4198.0,22.593373424175013,0,1218,471.1716215665974,22.593373424175013,58.23595929136827
2025,4326.0,22.897617723396365,6,1623,464.37377186917007,22.897617723396365,3.0490709861838994
2026,5008.0,26.76936758435298,0,1270,428.0380894974255,26.76936758435298,15.765141007859462
2027,8052.0,43.27536962365591,9,1782,687.1973383375272,43.27536962365591,60.78274760383386
2028,3090.0,16.36713825546904,0,876,250.50766636789962,16.36713825546904,-61.624441132637855
2029,3644.0,19.274645439377085,1,1208,374.86078223869464,19.274645439377085,17.92880258899676
2030,6549.0,35.06120805524657,0,1283,501.6536517993628,35.06120805524657,79.72008781558726
2031,5902.0,31.371350111234705,17,976,368.55265649030474,31.371350111234705,-9.87937089632005
2032,6541.0,34.746251622172785,0,1907,588.1095226282777,34.746251622172785,10.82683835987801
2033,6606.0,35.79872311827957,7,1972,623.6112571145585,35.79872311827957,0.9937318452835964
2034,4029.0,21.603587319243605,0,900,346.8497513333403,21.603587319243605,-39.00999091734787
2035,2885.0,15.300988366703743,20,640,235.3536829127729,15.300988366703743,-28.394142467113426
2036,5398.0,28.48471681497961,0,1328,419.0770884462739,28.48471681497961,87.10571923743503
2037,5709.0,30.03476084538376,7,1716,599.2694226381744,30.03476084538376,5.761393108558721
2038,3571.0,18.915791852057843,0,914,322.6834808103427,18.915791852057843,-37.44964091784902
2039,6509.0,34.44825848164627,0,2540,701.5071383467991,34.44825848164627,82.27387286474377
2040,4903.0,26.84432934742306,0,2008,566.6493959043703,26.84432934742306,-24.67352895990167
2041,3909.0,20.894477660363368,0,1030,403.03893901661206,20.894477660363368,-20.27330205996328
2042,4434.0,23.278776186503524,4,1095,408.18567521967924,23.278776186503524,13.430544896392949
2043,5990.0,31.899975667408228,0,1567,554.9674574133863,31.899975667408228,35.09246729815065
2044,4681.0,24.681984612532442,6,1259,400.6166742622799,24.681984612532442,-21.85308848080133
2045,5268.0,28.406742445309607,0,1556,482.58395407148873,28.406742445309607,12.540055543687245
2046,5030.0,26.967226316277348,0,1646,523.394138525093,26.967226316277348,-4.517843583902814
2047,5071.0,26.765300565443084,3,2231,612.6987185370716,26.765300565443084,0.8151093439363821
2048,4400.0,23.446659482758623,5,1059,358.7187638180522,23.446659482758623,-13.232104121475052
2049,6481.0,35.66527623285132,0,3237,919.563479279295,35.66527623285132,47.29545454545454
2050,4097.0,21.631969549499445,0,1425,389.0614483678132,21.631969549499445,-36.78444684462274
2051,4435.0,23.68684533741194,0,919,343.31047658545657,23.68684533741194,8.249938979741266
2052,2844.0,15.119339775676677,0,941,319.92442289333957,15.119339775676677,-35.87373167981962
2053,4516.0,24.177824898034856,0,1140,414.19611809193026,24.177824898034856,58.79043600562588
2054,6590.0,34.85757322951427,0,2221,638.9344586295549,34.85757322951427,45.92559787422499
2055,3808.0,20.217707174638488,0,980,298.15564371446646,20.217707174638488,-42.2154779969651
2056,5765.0,30.89483106229143,0,1749,594.1538610545762,30.89483106229143,51.39180672268908
2057,5059.0,26.754310344827587,0,1607,455.29659830075866,26.754310344827587,-12.246313963573286
2058,4039.0,21.452522478680013,5,1897,521.666988575755,21.452522478680013,-20.162087369045267
2059,2882.0,15.306185113088617,0,872,261.81771359385743,15.306185113088617,-28.64570438227284
2060,3792.0,20.082394790507973,0,907,345.62959679665477,20.082394790507973,31.57529493407356
2061,3763.0,19.93525213199852,7,806,282.73034320655603,19.93525213199852,-0.7647679324894519
2062,3578.0,18.95758597515758,0,1152,348.25091093878996,18.95758597515758,-4.916290193994155
2063,5616.0,29.78580367074527,0,2546,748.0944276809396,29.78580367074527,56.95919508105087
2064,3432.0,18.173873748609566,0,904,303.6097974224631,18.173873748609566,-38.888888888888886
2065,4737.0,25.235151325546905,6,2297,660.8150786580298,25.235151325546905,38.02447552447552
2066,4510.0,23.91291828883945,0,1754,541.3252816985926,23.91291828883945,-4.7920624868059924
2067,5483.0,29.663908972932884,2,2368,817.548270282816,29.663908972932884,21.574279379157435
2068,4191.0,22.148816972562106,1,1144,375.73325281737743,22.148816972562106,-23.563742476746306
2069,3251.0,17.46016986466444,0,744,247.81351431830322,17.46016986466444,-22.429014554998805
2070,5513.0,29.238245040786055,2,1086,405.3971023651509,29.238245040786055,69.57859120270686
2071,6854.0,36.25888718946978,0,2535,722.0139552080359,36.25888718946978,24.32432432432432
2072,2508.0,13.344236651835374,0,813,251.2539461472107,13.344236651835374,-63.40822877152028
2073,5229.0,27.86481507230256,0,1370,483.2755895496331,27.86481507230256,108.49282296650719
2074,3816.0,20.556318362995924,0,1209,423.12796259201866,20.556318362995924,-27.022375215146297
2075,5151.0,28.03462759547645,0,1784,507.4944021187014,28.03462759547645,34.98427672955975
2076,2217.0,11.813444336299591,0,398,165.90201105691057,11.813444336299591,-56.959813628421664
2077,3901.0,20.903057795698924,0,884,348.04844446853906,20.903057795698924,75.95850248082996
2078,5796.0,30.501535270671113,0,2020,658.3212810557692,30.501535270671113,48.577287874903874
2079,1508.0,8.017687476826103,0,690,190.49854847136493,8.017687476826103,-73.98205659075224
2080,4495.0,24.19539650537634,0,1247,459.27917007045517,24.19539650537634,198.0769230769231
2081,6718.0,35.51647664071189,4,1447,584.2360720451861,35.51647664071189,49.45494994438264
2082,2993.0,15.7952296533185,1,1272,366.67683525844865,15.7952296533185,-55.448050014885375
2083,6284.0,33.994617862439746,3,2170,633.6750433826952,33.994617862439746,109.95656531907785
2084,4277.0,22.669858870967744,0,1104,387.54177682912945,22.669858870967744,-31.938255887969447
2085,4406.0,23.422807749351133,11,874,310.9413371546394,23.422807749351133,3.0161328033668555
2086,3076.0,16.477654569892472,0,807,277.210564318348,16.477654569892472,-30.186109850204268
2087,2782.0,14.742682842046719,0,827,283.8792423591839,14.742682842046719,-9.55786736020806
2088,3761.0,20.30558838524286,0,1053,334.3494248219786,20.30558838524286,35.190510424155285
2089,5656.0,30.3731460882462,0,1300,514.7527797325861,30.3731460882462,50.385535761765496
2090,4492.0,24.030728587319246,0,998,347.93581783618276,24.030728587319246,-20.579915134370573
2091,3676.0,19.84864548572488,7,977,318.06869850662287,19.84864548572488,-18.165627782724847
2092,7204.0,38.538202169076754,0,1514,656.8092753931115,38.538202169076754,95.97388465723613
2093,3951.0,21.03280844456804,0,1888,534.840864182983,21.03280844456804,-45.15546918378679
2094,4484.0,23.757531516499814,0,2073,589.3966612073946,23.757531516499814,13.490255631485692
2095,4460.0,23.57534992584353,0,1322,464.8278925548355,23.57534992584353,-0.535236396074934
2096,2595.0,13.826259501297736,1,614,233.46719644991202,13.826259501297736,-41.81614349775785
2097,2072.0,11.120707035595105,0,535,187.25400024047713,11.120707035595105,-20.154142581888244
2098,2254.0,11.957261540600667,0,615,205.1437781093292,11.957261540600667,8.783783783783793
2099,4607.0,24.369096449758995,0,1540,520.679007439208,24.369096449758995,104.3921916592724
2100,5584.0,29.666116286614756,0,1601,535.8494248019737,29.666116286614756,21.206859127414802
2006,8611.0,45.241199712643684,3,3444,1074.699404766775,45.241199712643684,
2007,4466.0,24.254907072673344,0,1654,453.4634060274992,24.254907072673344,-48.13610498199977
2008,5074.0,27.406916249536522,0,1883,654.2951562675299,27.406916249536522,13.613972234661897
2009,4996.0,26.288520810159437,0,1669,532.9883732883917,26.288520810159437,-1.5372487189594053
2010,3436.0,18.13064863737486,2,759,284.25607320075875,18.13064863737486,-31.22497998398719
2011,4096.0,21.63357434186133,1,1327,438.71720718338355,21.63357434186133,19.20838183934808
2012,4763.0,25.373134501297738,29,1165,370.7580584138231,25.373134501297738,16.2841796875
2013,6089.0,32.65963918242492,0,1984,639.0948796160983,32.65963918242492,27.839596892714667
2014,5766.0,30.834642658509452,10,1050,398.3405349925888,30.834642658509452,-5.3046477254064754
2015,5299.0,28.072360493140526,17,1513,404.8405877813531,28.072360493140526,-8.099202219909818
2016,7779.0,41.09983894141639,4,2048,645.7078040273466,41.09983894141639,46.80128326099264
2017,5135.0,27.03706664812755,3,1265,499.4423177784185,27.03706664812755,-33.98894459442088
2018,5542.0,29.24749721913237,0,1502,478.0108088038735,29.24749721913237,7.925998052580341
2019,8871.0,47.639269327030036,3,3238,1038.3338160901646,47.639269327030036,60.0685673042223
2020,6444.0,34.29634200037078,0,2034,700.5343415110809,34.29634200037078,-27.358809604328716
2021,4406.0,23.351171440489434,10,897,321.254312552117,23.351171440489434,-31.62631905648665
2022,9514.0,51.49672089358546,0,3492,1074.1443811309314,51.49672089358546,115.93281888334089
2023,2537.0,13.729236188357433,0,1239,352.0424711808953,13.729236188357433,-73.33403405507673
2024,4736.0,25.45628244345569,0,1246,489.70312589889755,25.45628244345569,86.67717776901853
2025,4589.0,24.294447534297365,3,1336,406.2199266258104,24.294447534297365,-3.1038851351351315
2026,5442.0,29.028654523544677,0,1330,450.8189517674776,29.028654523544677,18.587927653083458
2027,8322.0,44.78297645532073,0,1865,737.7375118317058,44.78297645532073,52.92171995589856
2028,3525.0,18.59086484983315,22,805,250.75164279349468,18.59086484983315,-57.64239365537131
2029,3815.0,20.187836021505376,0,1201,370.0381941793511,20.187836021505376,8.226950354609919
2030,7360.0,39.417292361883575,0,1491,562.5436279377212,39.417292361883575,92.92267365661861
2031,5755.0,30.519048943270302,20,1134,404.126545962419,30.519048943270302,-21.807065217391308
2032,7122.0,37.85107295142751,6,2074,637.1850737280481,37.85107295142751,23.75325803649
2033,6855.0,37.232341490545046,5,2160,670.3287015948356,37.232341490545046,-3.748946925021057
2034,3916.0,21.099595615498703,1,913,354.6715082831983,21.099595615498703,-42.87381473377096
2035,3517.0,18.66318478865406,0,778,276.7445354090806,18.66318478865406,-10.188968335035753
2036,5635.0,29.649390526510942,4,1278,459.70236583197516,29.649390526510942,60.22177992607336
2037,6414.0,33.82033857063404,0,1717,614.9371734354066,33.82033857063404,13.824312333629107
2038,4254.0,22.54660850018539,14,1107,386.99130833556546,22.54660850018539,-33.67633302151544
2039,6752.0,35.676457638116425,0,2586,712.7659737482797,35.676457638116425,58.72120357310766
2040,5281.0,28.940755932517607,17,2259,629.9805853189349,28.940755932517607,-21.786137440758292
2041,4441.0,23.708570865776792,0,1142,432.74293404941574,23.708570865776792,-15.906078394243517
2042,5035.0,26.416029384501297,0,1407,483.8642669053779,26.416029384501297,13.375365908579152
2043,6195.0,33.0024216722284,0,1751,587.966159353967,33.0024216722284,23.038728897715988
2044,4781.0,25.30048433444568,0,1119,379.5040922843996,25.30048433444568,-22.82485875706215
2045,5397.0,29.1730858361142,0,1741,517.6053472043594,29.1730858361142,12.88433382137628
2046,5510.0,29.53649888765295,0,1899,586.1530723645695,29.53649888765295,2.0937557902538373
2047,5471.0,28.966032860585837,4,2433,666.3129838328549,28.966032860585837,-0.7078039927404745
2048,4480.0,23.877566509084172,8,1332,426.0476570298281,23.877566509084172,-18.113690367391698
2049,7308.0,40.18077956989247,2,3596,1016.3950556210459,40.18077956989247,63.12500000000001
2050,4589.0,24.19358894141639,0,1420,401.8306876224755,24.19358894141639,-37.205801860974276
2051,4698.0,25.016424499443826,0,1148,380.6388171100119,25.016424499443826,2.3752451514491124
2052,2835.0,14.999675565443084,5,1152,348.12226822822413,14.999675565443084,-39.6551724137931
2053,4949.0,26.584503615127918,9,1155,424.8694897651905,26.584503615127918,74.56790123456788
2054,6977.0,36.9143666573971,2,2246,655.44134448523,36.9143666573971,40.977975348555276
2055,3750.0,19.8947673340749,0,956,292.2506707356795,19.8947673340749,-46.251970761072094
2056,6435.0,34.605777252502776,4,1883,662.1807120828464,34.605777252502776,71.6
2057,5814.0,30.751726455320725,7,1625,499.6234036297194,30.751726455320725,-9.650349650349654
2058,4204.0,22.290357341490544,1,2280,631.4226841511207,22.290357341490544,-27.691778465772277
2059,3227.0,17.12972168149796,0,1011,295.8950853176705,17.12972168149796,-23.239771646051377
2060,4468.0,23.619872775305897,1,1089,434.3246237411353,23.619872775305897,38.45677099473195
2061,4047.0,21.455477150537632,1,899,302.08611806448954,21.455477150537632,-9.42256042972247
2062,3850.0,20.475209723767147,0,1210,365.6030717330012,20.475209723767147,-4.867803311094643
2063,6183.0,32.855603448275865,0,2766,840.9916359977559,32.855603448275865,60.597402597402606
2064,3940.0,20.84987370226177,0,1165,361.9496030547832,20.84987370226177,-36.27688824195374
2065,5469.0,29.148614200964033,0,2519,729.8547956458686,29.148614200964033,38.80710659898477
2066,4673.0,24.799482063403776,3,1700,548.0629456770841,24.799482063403776,-14.55476321082465
2067,5915.0,31.817644605116797,0,2647,836.342193812745,31.817644605116797,26.57821527926385
2068,4205.0,22.199208611420094,1,1225,379.18056584581376,22.199208611420094,-28.90955198647507
2069,3627.0,19.484398173896924,0,890,281.72008189948855,19.484398173896924,-13.745541022592157
2070,5683.0,30.154280218761585,0,1237,435.37558672386706,30.154280218761585,56.68596636338572
2071,7131.0,37.81686248609566,11,2584,715.7978542729911,37.81686248609566,25.4795002639451
2072,2836.0,15.085882461994808,0,857,291.84252706906955,15.085882461994808,-60.229981769737776
2073,5191.0,27.55167199666296,0,1432,508.1961787150766,27.55167199666296,83.03949224259522
2074,4441.0,23.878783138672592,0,1685,538.7742752739497,23.878783138672592,-14.44808322095935
2075,5614.0,30.49646598071931,0,1909,532.1670676383384,30.49646598071931,26.41297005179013
2076,2430.0,12.953501575824992,0,514,193.48972253655418,12.953501575824992,-56.71535447096545
2077,4062.0,21.7951717185762,3,1049,373.3756334261298,21.7951717185762,67.1604938271605
2078,6326.0,33.270126529477196,0,2085,717.9636396634497,33.270126529477196,55.73609059576563
2079,1951.0,10.450784436410826,0,715,211.09862336803334,10.450784436410826,-69.15902624091052
2080,4959.0,26.72570216907675,0,1360,473.2024600335655,26.72570216907675,154.17734495130705
2081,7569.0,40.010254449388206,0,1825,660.0350025153624,40.010254449388206,52.63157894736843
2082,3193.0,16.82389576381164,0,1405,408.0001021241702,16.82389576381164,-57.81477077553178
2083,7019.0,38.01304690396737,0,2473,727.5273763463017,38.01304690396737,119.82461634826183
2084,4132.0,21.93378058954394,0,978,368.23987570686324,21.93378058954394,-41.13121527283089
2085,4252.0,22.646627039302928,5,817,299.89856871140864,22.646627039302928,2.9041626331074433
2086,2801.0,15.028046208750462,0,856,272.2830941012191,15.028046208750462,-34.12511759172154
2087,2752.0,14.585569614386353,0,780,284.63160666930776,14.585569614386353,-1.7493752231345971
2088,4120.0,22.24333750463478,0,1036,360.250249721277,22.24333750463478,49.7093023255814
2089,6171.0,33.04197951427512,1,1397,567.5968679841834,33.04197951427512,49.78155339805825
2090,4838.0,25.924876019651464,0,1042,390.97426870304236,25.924876019651464,-21.601037109058495
2091,3577.0,19.44496778828328,2,1196,340.93520001029617,19.44496778828328,-26.06448945845391
2092,7815.0,41.76561341305154,0,1663,702.5042380978598,41.76561341305154,118.47917249091418
2093,3565.0,18.954219966629584,0,1424,422.5006634386041,18.954219966629584,-54.38259756877799
2094,4718.0,25.032721542454578,0,2160,602.8448968822491,25.032721542454578,32.3422159887798
2095,4907.0,25.925293149796072,0,1513,531.9004449456057,25.925293149796072,4.00593471810089
2096,3029.0,16.095256303299962,1,770,288.64494022094254,16.095256303299962,-38.27185653148564
2097,1850.0,9.807465470893584,0,455,171.49123133339043,9.807465470893584,-38.92373720699901
2098,3043.0,16.114067714126808,0,713,254.79954985450937,16.114067714126808,64.4864864864865
2099,5055.0,26.74434556915091,4,1778,585.1525247939439,26.74434556915091,66.11896155110088
2100,6122.0,32.4888012143122,0,1721,624.7506896694266,32.4888012143122,21.107814045499506
2006,8611.0,45.241199712643684,3,3444,1074.699404766775,45.241199712643684,
